Hano harahagarara,There is an uncomfortable pause
Ikibi Byose,EVIL All right then
Hariho akandi karuhuko,There is another uncomfortable pause
Ikibi gishimishije gutungurwa Yego rwose,EVIL pleasantly surprised Oh really
Ikibi Mwaramutse Scott,EVIL Hello Scott
Ndi so Dr.,I m your father Dr
Mfite umuhungu,I have a son
Umuntu wese mfite umuhungu,Everyone I have a son
Yego kandi amaherezo ibi,Oh and finally this
Niki kitagenda neza kumenyo yanjye,What s wrong with my teeth
Nkunda kukwibutsa Mr.,I d like to remind you Mr
Nigute ukunda kubikora,How do you like to do it
Ukunda gukaraba mbere,Do you like to wash up first
Kugerageza kukuzamuka,Trying to get a rise out of you
Umuntu s ankinisha,Someone s playing a prank on me
Mvugishije ukuri iyi ntabwo ari iyanjye,Honestly this is nt mine
VANESSA arababara ndabizi neza,VANESSA suffering I m sure
KORA IJWI RYA TELEFONI ukoresheje terefone Mwaramutse,MOVIE PHONE VOICE through handset Hello
Kandi ikaze kuri 777FILM,And welcome to 777FILM
Austin yitwikiriye umunwa yongorera Vanessa,Austin covers the mouthpiece and whispers to Vanessa
Austin aha ABANTU amaboko yombi,Austin gives PEOPLE twohanded handshakes
Barareba nkaho ari umuswa,They stare like he s a freak
Yewe nibagiwe ibirahuri byanjye bya xray,Oh I forgot my xray glasses
Umubare wa kabiri urahari wuzuye hamwe nijisho,Number Two is there complete with eyepatch
AUSTIN Urashaka ko nifatanya nawe,AUSTIN Do you mind if I join you
Kuzuza umubare wa kabiri s ijisho,Zoom in on Number Two s eyepatch
Ni 4,It is a 4
Igitabo kivuga ngo ntutware nyagasani,The book says not to sir
Abantu bose bari kumeza bakoma amashyi,Everyone at the table applauds
UMUBARE WA KABIRI Nzagumaho,NUMBER TWO I ll stay
UMUCURUZI kuri Austin Sir,DEALER to Austin Sir
UMUCURUZI kuri Austin Sir,DEALER to Austin Sir
VANESSA ituje Niki kibi,VANESSA quietly What s wrong
Mfite astigmatism mbi cyane,I have very bad astigmatism
AUSTIN afite ubwoba Uh yarankubise,AUSTIN panicking Uh hit me
UMUCURUZI Kuri nyakubahwa cumi n'umunani,DEALER On an eighteen sir
Umucuruzi amugurisha icumi,The dealer deals him the ten
Emera kumenyekanisha,Allow myself to introduce
Nitwa Ritchie Cunningham,My name is Ritchie Cunningham
Yarambuye ukuboko kugira ngo ahinda umushyitsi,He extends his hand to shake
Hano haruhuka nabi,There is an awkward pause
Austin akuramo ibirahure,Austin takes off his glasses
VANESSA kumutabara Umubare wa kabiri,VANESSA rescuing him Number Two
Iri ni izina ridasanzwe,That s an unusual name
Byari gaze,It s been a gas
Ndabona vibes mbi kuri we man,I get bad vibes from him man
Yerekeje mu cyumba cyo kuruhukiramo,He heads to the rest room
Akanda buto,He presses a BUTTON
Austin yinjira ahagarara,Austin enters a stall
Texan yinjira mu iduka ryegeranye,The Texan enters the adjoining stall
GUHAGARIKA BATHROOM Austin aricara,BATHROOM STALL Austin sits down
Igikundiro cye cyiza JINGLES,His charm bracelet JINGLES
Patty s bracelet ubu ni garotte wire,Patty s bracelet is now garotte wire
Yizingiye mu muhogo wa Austin,He wraps it around Austin s throat
Arashobora kumva GUKURIKIRA,He can hear the GRUNTING
Koresha amashusho yo guhanga,Use some creative visualization
Patty OBrien GROANS mububabare,Patty OBrien GROANS in agony
PATTY OBRIEN yinuba Ughhhhh,PATTY OBRIEN groaning Ughhhhh
TEXAN S IHAGARIKA TEXAN Nibyo,TEXAN S STALL TEXAN That s right
Erekana iyo turd ninde shobuja,Show that turd who s boss
Twunvise MUFFLED GURGLING SOUNDS kuva Patty OBrien,We hear MUFFLED GURGLING SOUNDS from Patty OBrien
BATHROOM Austin avuye aho ahagarara,BATHROOM Austin is leaving his stall
VEGAS HOTEL MORNING INT,VEGAS HOTEL MORNING INT
Ibibi Virtucon nibindi,Evil Virtucon etc
Kensington yicaye mucyumba cye cy'icyongereza imbere,Kensington sits in her suburban English front room
Indege yari ite?,How was the flight
KENSINGTON Nigute Austin,KENSINGTON How s Austin
KENSINGTON Wakoze nt,KENSINGTON You did nt
Yambaye ubusa cyane kandi afite umusatsi cyane,He is very naked and very hairy
SHAKA SCREEN HOTEL ROMMRS,SPLIT SCREEN HOTEL ROOMMRS
KENSINGTON S INZU NYAKUBAHWA,KENSINGTON S HOUSE MRS
Ntacyo byari bitwaye,It did nt matter
KENSINGTON Tegereza gusa,KENSINGTON Just wait
KENSINGTON Birumvikana ko atari,KENSINGTON Of course not
Nashakanye na so,I was married to your father
Twunvise TOILET FLUSH,We hear the TOILET FLUSH
Kensington WIPES hanze ya ecran,Kensington WIPES off the screen
Nzahora mukunda,I will always love him
Ibyiza kureka ibintu wenyine,Best to leave things alone
Nizere ko ufite imyenda y'imbere isukuye,I hope you have on clean underwear
We na Austin bari ku giti cyabo,She and Austin are on a stakeout
Austin s Jag iri inyuma,Austin s Jag is in the background
VANESSA Limousine imaze gukuramo,VANESSA A limousine has just pulled up
Umubare wa kabiri usohoka mu nyubako ufashe Mr.,Number Two exits the building holding Mr
Bigglesworth injangwe itagira umusatsi,Bigglesworth the hairless cat
SFX Kamera ya moteri,SFX Camera motor drive
BUSHES AUSTIN Mwaramutse,BUSHES AUSTIN Hello hello
SFX Kamera ya moteri,SFX Camera motor drive
Limousine yihuta,The limousine speeds off
BUSHES VANESSA Reka tujye kumushaka,BUSHES VANESSA Let s go get him
Guma neza aho uri,Stay right where you are
Austin ahindura lens hanyuma atangira GUSOHORA AMAFOTO,Austin changes lenses and begins SNAPPING PICTURES
VANESSA Nanze gufata ifoto yanjye,VANESSA I hate having my picture taken
Kamera iragukunda Vanessa,The camera loves you Vanessa
Vanessa akora posisiyo nkeya,Vanessa does a few coy poses
Vanessa reka kureka gato,Vanessa lets go a little bit more
Yabikuyeho intama,She sheepishly undoes them
Yegereye,He goes in closer
Mpa retina Vanessa,Give me retina Vanessa
Mpa imitsi ya optique,Give me optic nerve
Yajugunye kamera hasi,He throws the camera down
Bongeye kunywa champagne,They re drinking champagne
Ni TOM JONES ubayobora,It s TOM JONES serenading them
Batangiye kubyina,They begin to dance
Austin amuha roza,Austin gives her roses
Austin aramureshya,Austin is wooing her
Austin aha Vanessa urutare,Austin gives Vanessa a pet rock
Himura ikiganza cyawe ibumoso,Move your hand to the left
Twunvise IJAMBO RYIZA,We hear a SPINNING SOUND
Nzafata ingazi,I ll take the stairs
Austin mimes kumanuka neza ya escalator,Austin mimes the smooth descent of an escalator
Austin mimes yikaraga ubwato inyuma yuburiri,Austin mimes rowing a canoe behind the couch
Austin mimes umutego muri make,Austin mimes being trapped in a nutshell
Ndi muri make,I m in a nutshell
Vanessa yongeye guseka SNORTING tipsy,Vanessa laughs again SNORTING tipsy
VANESSA I s,VANESSA I m not
Ndi uwumvikana,I m the sensible one
Njye buri gihe umushoferi wagenwe,I m always the designated driver
Bombi bari ku buriri,They are both on the bed
Aramwitegereza,She looks at him
Aramwitegereza,He looks at her
Hariho guceceka nabi,There is an awkward silence
Ndapfa kubimenya,I m dying to know
AUSTIN sentimental Yari umukunzi cyane,AUSTIN sentimental She was very groovy
Yakundaga so cyane,She was so in love with your Dad
Arareba hejuru abona Vanessa asinziriye,He looks over and sees Vanessa asleep
I Basil Expression ku ndege,It s Basil Exposition on an airplane
Urakoze kwemeza isano iri hagati ya Dr.,Thank you for confirming the link between Dr
Austin areba hejuru ya Vanessa s,Austin looks over at Vanessa s sleeping figure
AUSTIN azi Yego,AUSTIN knowing Yes
Austin areba ikarita yubucuruzi ya Alotta s Virtucon,Austin looks at Alotta s Virtucon business card
Urugi rw'imbere rurakinguka,The front door opens
Reka nkwite Alotta,May I call you Alotta
Wabimenye ute,How did you know
Turashobora kuvuga kubyerekeye ubucuruzi nyuma,We can talk about business later
Austin akuramo imyenda,Austin takes off his clothes
Afite ubwoya bwinshi,He is extremely hairy
Alotta itanga isabune yisabune ikoga hejuru,Alotta produces a soapy sponge and swims over
Yogeje umugongo,She washes his back
ANGLE KU KUMENYA,ANGLE ON HIS IDENTIFICATION
Asubiza igikapu cye mu ipantaro,She puts his wallet back in his trousers
Alotta ibasuka saki,Alotta pours them saki
Alotta yambuye diyama mu mpeta ye,Alotta unscrews the diamond in her ring
Austin afata akayoga,Austin takes a sip
Amaso ye arareba,His eyes glaze over
Ndumva nduhutse cyane,I feel extreme relaxation
Waba uzi ibindi bisigo,Do you know any other poems
Kuzenguruka inguni fudge ikozwe,Round the corner fudge is made
Bagiye gusomana,They go to kiss
Yabonye IJAMBO RYINTU RIKOMEYE,She notices HIS TERRIBLE TEETH CLOSEUP
Niki ukora neza muri Virtucon,What exactly do you do at Virtucon
Ariko banza umbwire ikindi gisigo,But first tell me another poem
Yaramwegereye,She glides over to him
UMUNSI W'IBIKORWA BIKURIKIRA Dr.,EVIL S PRIVATE QUARTERS DAY Dr
IBI bibi Austin Powers iregereje cyane,EVIL Austin Powers is getting too close
Agomba kutabogama,He must be neutralized
Ibibi Bihumeka Frau,EVIL Breathtaking Frau
Ubugome bukabije,Lethal efficient brutal
Kandi ntamuntu numwe ushobora kunanira igikundiro cyabo,And no man can resist their charms
Ohereza abasirikare,Send in the soldiers
ABASIRIKARE BABIRI barinjira,SEVEN SOLDIERS come in
Bahita bakururwa na FEMBOTS,They are immediately attracted to the FEMBOTS
Turabona amashusho yimigabane yintambara yUburusiya,We see stock footage of a Russian warhead
Banyakubahwa Banyacyubahiro Icyiciro cya mbere kiruzuye,EVIL Gentlemen Phase One is complete
Intambara y'intambara ni iyacu,The warhead is ours
Reka Icyiciro cya kabiri gitangire,Let Phase Two begin
UBWONGEREZA bambaye ingofero,The BRITISH are dressed in bowler hats
ABANYAMERIKA bose basa na JFK,The AMERICANS all look like JFK
ABANA CANADIYA bambaye nkimisozi,The CANADIANS are dressed as Mounties
Banyakubahwa banyakubahwa nitwa Dr.,EVIL Gentlemen my name is Dr
Bose bareba hejuru kuri SCREEN,They all look up at the SCREEN
Nibyiza mumaboko yumutekano,Well it s in safe hands
Abahagarariye Loni barayobewe,The UN representatives are confused
Abahagarariye ARGUE hagati yabo,The representatives ARGUE amongst themselves
AMERIKA Y’AMERIKA AMABANGA Banyakubahwa guceceka,UNITED NATIONS SECRETATY Gentlemen silence
Ikibi Noneho Mr.,Evil Now Mr
Ikibi Kibi Muganga Ikibi,EVIL angry Doctor Evil
UMUNYAMABANGA W’AMERIKA UMUNYAMABANGA Mumbabarire,UNITED NATIONS SECRETARY Excuse me
Ibibi Nibyiza bigire inzira yawe,EVIL Fine have it your way
Mugaragaza igenda BLANK,The screen goes BLANK
Basohoka ikadiri nabi,They exit the frame awkwardly
Bahumura nk'imyumbati,They smell like cabbage
BASIL EXPOSITION imubabaza Mubyukuri,BASIL EXPOSITION suffering him Indeed
Nuburyo bushya bwo gutanga imitwe yo munsi yubutaka,It s a new subterranean warhead delivery system
Twatinyutse kuva kera,We ve long feared such a development
Ari muri Tunbridge Iriba muri Kent,She s in from Tunbridge Wells in Kent
Austin atangira gukwega umusatsi,Austin begins tugging on her hair
Kuki yankubise,Why did he hit me
Urongeye kuvuga ibya mama,You re talking about my mother
Ayo ni amaboko yububaji,Those are carpenter s hands
BASIL EXPOSITION I m kugenda,BASIL EXPOSITION I m leaving
Basil aherekeza nyina hanze,Basil escorts his mother out
Wagiye kuri penthouse,You went to her penthouse
Ufite uburenganzira bwo gushidikanya,You re right to be suspicious
Nahinduye umushyitsi we,I shagged her rotten
Wakoresheje uburinzi,Did you use protection
Alotta ntacyo yambwiye,Alotta meant nothing to me
Uransubiza byose,You re everything to me
Arabapompa cyane baraturika,He pumps them too much and they explode
URWISE ruteye ubwoba,The NOISE is awful
Austin akina MORTAL COMBAT III,Austin plays MORTAL COMBAT III
Austin afite ubwoba rwose,Austin is genuinely frightened by this
Baramurasa ibimenyetso byamahoro asebanya,They shoot him sarcastic peace signs
Abagore bamukundaga umugabo,Women loved him man
Ntabwo nabonye uwo aje,I did nt see that one coming
VANESSA Nzamubwira,VANESSA I ll tell him
Biregwa amarangamutima,It is emotionally charged
PAPA 1 Ndagukunda Mwana,DAD 1 I love you Son
Ikibi Ikibi Mubyukuri Muganga Ikibi,EVIL Evil actually Doctor Evil
Kuki uri hano?,Why are you here
Yahagaritswe igice imyaka mirongo itatu,He was partially frozen for thirty years
Sinigeze menya ko akura,I never knew him growing up
Ikibi Umuganga w'amatungo mubi,EVIL An evil vet
Ikibi inyamaswa zo mu bwoko bubi,EVIL An evil petting zoo
Ikibi Oya umuhungu afite uburenganzira,EVIL No the boy s right
Nukuri ndi mubi,I really am evil
Ndatekereza rwose ko ashaka kunyica,I really think he wants to kill me
Ikibi Mubyukuri umuhungu arashishoza rwose,EVIL Actually the boy s quite astute
Ndagerageza kumwica,I am trying to kill him
Komeza nibindi,Go ahead etc
Ikibi Nibyiza cyane aho natangirira,EVIL Very well where should I begin
"Rimwe na rimwe, yashinjaga igituza kuba umunebwe",Sometimes he would accuse chestnuts of being lazy
Ubwana bwanjye bwari busanzwe,My childhood was typical
Impeshyi mu masomo ya Rangoon,Summers in Rangoon luge lessons
Mu mpeshyi d dukora ingofero yinyama,In the spring we d make meat helmets
Igipimo cyiza rwose,Pretty standard really
Mubyukuri ntakintu kimeze nka scrotum yogoshe,There really is nothing like a shorn scrotum
ANGLE KURI THERAPIST NA ITSINDA,ANGLE ON THE THERAPIST AND THE GROUP
VIRTUCON YISUMBUYE RUKURIKIRA GITAHA INT,VIRTUCON HIGH RISE NEXT MORNING INT
HALLWAY VIRTUCON URUGENDO rurimo,HALLWAY VIRTUCON A TOUR is in progress
Ufite igifu,Do you have a piece of gum
Urimo kuba muto cyane,You re being very trippy
Nibice byose byakazi,It s all part of the job
Abantu bari muruzinduko SHAKA,The people on the tour APPLAUD
Gusa abakozi babiherewe uburenganzira baremewe kurenza iyo ngingo,Only authorized personnel are allowed beyond that point
Bombi bambara igifuniko cya Virtucon,They both wear Virtucon coveralls
Austin na Vanessa bakurikira,Austin and Vanessa follow
"Mu buryo bw'igitangaza, ibifuniko bihuye neza",Magically the coveralls fit perfectly
Unyitegereze nonaha,Watch me now
Nshobora kubona ibirango byumutekano wawe,Can I see your security badges
Bamanika ibirango byabo byumutekano,They flash their security badges to the guard
UMUZIKI Sitar yo mu Buhinde,MUSIC Mystical Indian sitar
Yikubye kabiri ijisho rye,He redoubles his eyebrowraising
Austin yongeye gukora ubwenge bwe,Austin again does his mind control trick
Yahaye Austin agace kamwe,He hands Austin a piece of gum
UMURINZI anyerera mu nzira Hey,GUARD slipping out of trance Hey
Aramukurura,She pulls him away
Umuzamu avugira muri walkietalkie ye,The guard speaks into his walkietalkie
Austin yakubise undi,Austin punches the other one off
Ngiye hasi,I m going to floor it
Yashizeho umwete,He engages a lever
Igenda byihuse,It goes only slightly faster
ANGLE KUBURINDA,ANGLE ON THE GUARDS
ANGLE KURINDA,ANGLE ON THE GUARD
ANGLE KURI AUSTIN NA VANESSA,ANGLE ON AUSTIN AND VANESSA
SFX Ibyuma bisya,SFX Metal grinds
Yiruhije cyane kuruhuka,He desperately jams on the breaks
ANGLE KURINDA,ANGLE ON THE GUARD
Amaherezo arayoborwa na moteri,He is finally run over by the steamroller
Bariruka binjira muri koridoro,They run out into the hallway
HALLWAY Inkombe iragaragara,HALLWAY The coast is clear
GUKORA IKIZAMINI CYA STEAMROLLER Turabona ibyakurikiye,STEAMROLLER TESTING FACILITY We see the aftermath
Twunvise RINGING TELEFONI,We hear a PHONE RINGING
MADDLE YASAZA LADY Mwaramutse,MIDDLE AGED LADY Hello
Ibibi s Ingabo zigenga,Evil s Private Army
Urakoze guhamagara,Thank you for calling
Iyo s Steve atashye,When s Steve coming home
Ibibi s Ingabo zigenga,Evil s Private Army
Mama ni iki,What is it Mom
HARWIN Mbabajwe n'umuhungu,HARWIN I m sorry son
Ikibi Frau Farbissina reba abashyitsi bacu,EVIL Frau Farbissina check on our guests
Abagenzi bose babi barahari,All the evil associates are present
Ikibi gikanda umupira wa tennis inshuro nyinshi,Evil squeezes a tennis ball repeatedly
Ikibi Murakaza neza kubutaka bwanjye bwana Mr.,EVIL Welcome to my underground lair Mr
Umukobwa wa Kensington mbega byiza,Kensington s daughter how lovely
Nizera ko izina ryawe ari Vanessa,I believe your name is Vanessa
Ikibi Ukuboko kwanjye,EVIL My hand dammit
Biratinze gato kubyo,It s a little late for that
Ndi umuswa,I m a freak
Ikibi Yoo,EVIL Oh forget it
Banyakubahwa Banyacyubahiro Ndaguhaye Vulcan,EVIL Gentlemen I give you the Vulcan
Akanda buto ku ntebe ye,He presses a button on his chair panel
Ahubwo ni ibinyoma,It is rather phallic
Abahagarariye batandukanye ni ABUZZ,The various representatives are ABUZZ
Inyuma yintumwa zabongereza zicaye Basil Expression,Behind the British delegation sits Basil Exposition
Iburyo bwe yicaye Madamu,To his right sits Mrs
Imurikagurisha hamwe nijisho ryirabura,Exposition with a hideous BLACK EYE
Isahani ya Tectonic izahinduka itera umutingito ukomeye,Tectonic plates will shift causing massive earthquakes
Tekereza nta Bwongereza,Imagine no United Kingdom
Uhagarariye UBWONGEREZA UN Ijambo ryose riva kububasha,BRITISH UN REPRESENTATIVE Any word from Powers
Uhagarariye UBWONGEREZA UN,BRITISH UN REPRESENTATIVE I see
URUGENDO RUKOMEYE URUGENDO DR,EVIL S MAIN CHAMBER DR
Ufite amabwiriza yawe,You have your instructions
Mugaragaza igenda Yirabura,The screen goes BLACK
UMUZIKI Sexy Mat Helmtype insanganyamatsiko DR,MUSIC Sexy Matt Helmtype theme DR
Ikibi Ndatekereza ko uzishimira ibiryo,EVIL I think you ll enjoy the food
Mfite umutetsi mwiza kwisi,I have the best chef in the world
Yitwa Ezekial,His name is Ezekial
Yakoze muri plastiki mirongo irindwi na gatanu ku ijana,He s made of seventyfive percent plastic
Umunsi wawe wari umeze ute?,How was your day
Ikibi kigerageza guhisha agasuzuguro Bishimishije,EVIL trying to hide contempt Fascinating
Nubuhe gahunda zawe kuri uyu mugoroba,What are your plans for this evening
Hano hari firime nziza ya tittie kuri Skinemax,There s a good tittie movie on Skinemax
Kuki nt wamwishe gusa,Why do nt you just kill him
Ikibi Mugihe gikwiye,EVIL In due time
Kuki nt mumurasa gusa,Why do nt you just shoot him
Urindiriye iki,What are you waiting for
Ikibi Mfite igitekerezo cyiza,EVIL I have a better idea
Hano nzabona imbunda,Here I ll get a gun
Turamurasa,We ll just shoot him
UMUSIRIKARE W'INGABO WIHARIYE afata Austin na Vanessa,A PRIVATE ARMY SOLDIER grabs Austin and Vanessa
Ikibi gikubita buto,Evil hits a button
Ububasha Ntegereje ko bapfa,Powers I expect them to die
Umuzamu arabikora,The guard do so
Kurekura ibishashi,EVIL Release the sharks
Ndabona ibiremwa byose bikwiye ifunguro rishyushye,I figure every creature deserves a warm meal
FRAU FARBISSINA gukuramo umuhogo afite ubwoba Dr.,FRAU FARBISSINA clearing her throat nervously Dr
Ikibi Yego niki,EVIL Yes what is it
Wongeye guhagarika umwanya wanjye wo gutsinda,You re interrupting my moment of triumph
Ikibi cyatengushye Nukuri,EVIL disappointed Right
Frau yongeye gukuramo umuhogo,Frau clears her throat again
Ikibi Niki ubu,EVIL What is it now
Ongera unyibutse impamvu nkwishura abantu,Remind me again why I pay you people
Dufite iki,What do we have
Asubiza umugozi inyuma,She pulls the rope back
Mutated illtempered sea bass ni,Mutated illtempered sea bass it is
Bazagenda,They ll get away
Ikibi Nta Scott,EVIL No Scott
Bashobora kubona AMAZI KUBONA munsi yabo,They can see the WATER BUBBLING beneath them
Yakuyemo ikintu cyuzuye amenyo,She pulls out a container of dental floss
Mfite amenyo mabi,I have bad teeth
Ntacyo byari bitwaye,It did nt matter
Mpa,Give it to me
Yakomeje gukuramo ibimera,He keeps pulling out floss
Uburyo bukomeje kurohama,The mechanism continues to sink
Ubwanyuma umurongo wa floss ujya TAUT,Finally the floss line goes TAUT
Vanessa WHISTLES kumuzamu cyane,Vanessa WHISTLES at the guard loudly
VANESSA avuza induru Austin witonde,VANESSA shouting Austin watch out
Austin FLIPS izamu hejuru,Austin FLIPS the guard over
Basohotse,They head out a door
ANGLE KURI UMUTWE TORSO,ANGLE ON THE HEADLESS TORSO
Izina ryanditseho YOHANA SMITH,The name tag reads JOHN SMITH
Rimwe na rimwe bakora batinze,Sometimes they work late
Gutegereza binini byegereje hamwe na terefone,A largebreasted WAITRESS approaches with a phone
Ingabo zigenga,Evil s private army
Nibyiza murakoze,OK thank you
UMUSORE 1 Byose kuri Smittie,GUY 1 All right to Smittie
Umuntu wese azamura ibirahure,Everyone raises their glasses
CORRIDOR Austin na Vanessa batwara Dr.,CORRIDOR Austin and Vanessa drive a Dr
Ujya gushaka ubufasha,You go get help
VANESSA Ntabwo njya ahandi,VANESSA I m not going anywhere
Turi itsinda,We re a team
Vanessa arasohoka,Vanessa goes out the door
LADDER Vanessa atangira kuzamuka urwego,LADDER Vanessa starts climbing up the ladder
Atangira ingingo ya makumyabiri na karindwi,He begins a twentyseven point turn
IBIBAZO BIKURIKIRA Dr.,EVIL S PRIVATE QUARTERS Dr
Umushinga Vulcan uri hafi gutangira,Project Vulcan is about to begin
Scott uraje,Scott are you coming
Ikibi Wavuze,EVIL What did you say
Yiruka yerekeza ku nzu kugira ngo asohoke,He runs towards to door to exit
Ibirenge bye biva hasi,His feet leave the floor
Ubundi amakarito ya FEMBOT kugeza Austin,Another FEMBOT cartwheels up to Austin
Icyumba gitangira kuzunguruka,The room starts to spin
AKARERE K'INGENZI AKURIKIRA AKARERE KA Dr.,EVIL S MAIN CHAMBER CONTROL AREA Dr
Ikibi Koresha intwaro,EVIL Arm the probe
Abasirikare babi biruka kuruhande,Evil s soldiers run beside it
Margaret Thatcher yambaye ubusa kumunsi wubukonje,Margaret Thatcher naked on a cold day
Margaret Thatcher yambaye ubusa kumunsi wubukonje,Margaret Thatcher naked on a cold day
Ubushakashatsi bubi,EVIL Probe in place
Ikibi Iminota itanu yo kugenda,EVIL Five minutes to go
Reka gucengeza kubara gutangira,Let the penetration countdown begin
Ikibi kanda buto yanditseho PENETRATION ITANGIRA,Evil presses a button marked PENETRATION BEGIN
Amaherezo uzatanga,Eventually you ll give in
Ajugunya itabi irindwi umwe umwe,He throws seven cigarettes one by one
Austin anywa itabi risigaye,Austin smokes the remaining cigarette
Austin atangira gukora striptease ireshya,Austin begins to do a seductive striptease
Fembots irabyuka,The Fembots are aroused
Amaherezo umutwe we uraturika,Eventually her head explodes
Imitwe yabo yaturikiye icyarimwe,Their heads explode simultaneously
Abakomando basuhuza Austin,The commandos salute Austin
VANESSA ireba hasi Kimwe,VANESSA glancing down Likewise
Umwuka wavuyemo,Gas came out of her
VANESSA Ndizera ko Austin,VANESSA I believe you Austin
AKARERE KA CONTROL ALARM irashira,CONTROL AREA The ALARM goes off
Ikibi Kora ibisasu biturika,EVIL Activate the blast shutters
Ikibi Tangiza iperereza ryisi,EVIL Launch the subterranean probe
Umwotsi n'imyanda biturika hejuru,Smoke and debris explode upwards
TEKINIKI Y'UBURAYI BWA BURASIRAZUBA dufite penetration,EASTERN EUROPEAN TECHNICIAN We have penetration
Guturika munsi yubutaka iminota ibiri na COUN ting,Subterranean detonation two minutes and COUN ting
Umusirikare wa gatatu wigenga yiruka muri Austin,A third private army soldier runs at Austin
Austin akora icyuma,Austin does the stabbing motion
SFX CLICKACLICKA AUSTIN Guturika,SFX CLICKACLICKA AUSTIN Blast
ICYUMWERU CY'ICYUMWERU Austin atangira kwinjira,CONTROL ROOM Austin begins to enter
VANESSA Nzarengera perimetero,VANESSA I ll secure the perimeter
AKARERE KA CONTROL Austin yinjira mukarere kagenzura,CONTROL AREA Austin enters the control area
UMUGABO W'INGABO VIRTUCON aramurasa,A VIRTUCON ARMY MAN fires at him
Insinga nzima zirahungabana,Live wires dangle dangerously
Bigglesworth yiruka umuryango utukura,Bigglesworth running out a red door
Ububasha I m Gusenya 5000,Powers I m the Destructacon 5000
Urashobora kandi kwiyegurira,You might as well surrender
Ibibazo byawe byo kubaho ni 23763273 kugeza,Your odds of survival are 23763273 to
Reka nkubaze,Let me ask you this
Ni ikibazo,It s a question
Mudasobwa zitangira kunywa itabi,The computers begin to smoke
Hano haraturika,There is a muffled explosion
Mudasobwa igenda yijimye,The computer goes dark
Atangira kureba cyane kuri buto yo gukuramo,He begins looking furiously for the abort button
Austin abona buto yo gukuramo,Austin sees the abort button
Ni hakurya y'icyumba,It is across the room
"Muri ako kanya, Igikorwa gisanzwe kirinjira",Just then Random Task enters
Igikorwa gisanzwe gikuramo SHOE,Random task takes off his SHOE
Umukoro usanzwe Ujugunya URUKOKO RWE,Random Task THROWS HIS SHOE
Inkweto ntabwo zamwishe,The shoe has not killed him
Byaramubabaje gato,It has just hurt him slightly
Ninde utera inkweto,Who throws a shoe
Urwana nkumugore,You fight like a woman
Atangira kunywa itabi hanyuma arapfa,He begins to SMOKE and then dies
UMUNTU W'UBURAYI BURASIRAZUBA Batatu,EASTERN EUROPEAN MAN Three
Lava iratemba kandi iratemba,Lava spews and flows
AUSTIN gahoro gahoro kugoreka Nooooooo,AUSTIN slow motion distortion Nooooooo
Ukuboko kwe kugwa kuri buto,His hand lands on the button
UMUGABO W'UBURAYI BWA EASTERN kuri PA Gukuramo,EASTERN EUROPEAN MAN on PA Abort
CORRIDOR Austin yirukanye Dr.,CORRIDOR Austin chases after Dr
Gupakira ivalisi,Evil packing a suitcase
AUSTIN Nakubonye Dr.,AUSTIN I ve got you Dr
Ikibi Cyiza Mr.,EVIL Well done Mr
Ntabwo dutandukanye cyane wowe na njye,We re not so different you and I
Icyakora nt ntagisekeje Mr.,However is nt it ironic Mr
Twari abantu b'inzirakarengane,We were innocent man
Nubwigenge umuntu,It s freedom man
Guhura nabyo umudendezo watsinzwe,Face it freedom failed
Afashe imbunda mu mutwe wa Vanessa,She holds a gun to Vanessa s head
"Muri ako kanya, Scott Evil arinjira",Just then Scott Evil enters
Kwica bastard,Kill the little bastard
Reba icyo nkwitayeho,See what I care
Ikibi Scott ntugire icyo ubivugaho,EVIL Scott do nt say that
Alotta akuramo icyuma,Alotta pulls out a knife
Austin YASOHOTSE icyuma mu kuboko,Austin SHOOTS the knife out of her hand
Vanessa afata Alotta mu muhogo,Vanessa grabs Alotta by the throat
ALOTTA kuniga Ninyo menyo,ALOTTA choking It s the teeth
VANESSA Nibyiza ndakwemera,VANESSA OK I believe you
Austin SHOOTS akabura,Austin SHOOTS and misses
Austin na Vanessa biruka mu cyumba kinini,Austin and Vanessa run to the main chamber
Batangiye kuzamuka,They begin to climb
FIERY DEBRIS igwa mumazi ibakikije,FIERY DEBRIS falls in the water around them
Ahagarara hejuru yabo,He stops just above them
Vanessa Mfite icyo nkumariye,Vanessa I have something for you
Amuha ikarita y'ubucuruzi,He hands him a business card
Austin na Vanessa guhobera no gusomana,Austin and Vanessa embrace and kiss
Arahaguruka yitonze,He rises away in midsentence
BASIL EXPOSITION izamuka Witondere,BASIL EXPOSITION rising Be careful
Austin na Vanessa bongeye gusomana,Austin and Vanessa kiss again
Kajugujugu irabahuha hirya no hino,The helicopter blows them around
UMWANYA Turabona DR,SPACE We see DR
IBIBI BISHOBOKA mu kuzenguruka Isi,EVIL S CAPSULE in orbit around the Earth
Video ya Virtucon Murugo Yerekana Ububasha,Virtucon Home Video presents The Powers Collection
Ububasha Ntegereje ko bapfa,Powers I expect them to die
INDWARA ZA FILM ZIKURIKIRA ITANGAZO VO,SEVENTIES FILM CLIP ANNOUNCER VO
Ariko ubanza nizeye ko uzaririmba,But first I expect you to sing
Cyangwa bazamenya ibanga ry'ubucuti,Or will they learn the secret of friendship
Nibyo rwose ndi m umwamikazi wikinamico,Of course I m being a drama queen
